file,detected,matched_keywords
NomosTestfiles/Naumen/Naumen.txt,True,"Matched keywords: as[\s-]is, \bcopyright\b, \bdamages\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), [^e]liabilit(y|ies)?, licen[cs](e|ing)?, \bpermission\b, source (and|or)? ?binary, \bsource code\b, warrant(y|ies|ed|ing)?"
NomosTestfiles/Sleepycat/Sleepycat.txt,True,"Matched keywords: as[\s-]is, \bcopyright\b, \bdamages\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), [^e]liabilit(y|ies)?, licen[cs](e|ing)?, \bpermission\b, source (and|or)? ?binary, \bsource code\b, warrant(y|ies|ed|ing)?"
NomosTestfiles/Sleepycat/sleepycat.php,True,"Matched keywords: as[\s-]is, \bcopyright\b, \bdamages\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), [^e]liabilit(y|ies)?, \bpermission\b, source (and|or)? ?binary, \bsource code\b, warrant(y|ies|ed|ing)?"
NomosTestfiles/D-FSL-1.0/D-FSL-1.0.txt,True,"Matched keywords: \bcopyright\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), licen[cs](e|ing)?, \bopen source\b, \bpatent\b, \bsource code\b"
NomosTestfiles/copyleft-next/CLN-0.3.0_and_ISC.txt,True,"Matched keywords: as[\s-]is, \bcopyright\b, \bdamages\b, redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), licen[cs](e|ing)?, \bpermission\b, warrant(y|ies|ed|ing)?, without (fee|restrict(ion|ed)?|limit(ation|ed)?)"
NomosTestfiles/copyleft-next/copyleft-next-0.3.1_a.txt,True,"Matched keywords: redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), \bfree software\b"
NomosTestfiles/copyleft-next/copyleft-next-0.3.0.txt,True,"Matched keywords: \bagreement\b, as[\s-]is, \bcopyright\b, \bdamages\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), \bfree software\b, \bgrant\b, [^e]liabilit(y|ies)?, licen[cs](e|ing)?, \bopen source\b, \bpatent\b, \bpermission\b, require(s|d|ment|ments)?, \bsource code\b, \bsubject to\b, warrant(y|ies|ed|ing)?"
NomosTestfiles/copyleft-next/copyleft-next-0.3.1.txt,True,"Matched keywords: \bagreement\b, as[\s-]is, \bcopyright\b, \bdamages\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), \bfree software\b, \bgrant\b, [^e]liabilit(y|ies)?, licen[cs](e|ing)?, \bopen source\b, \bpatent\b, \bpermission\b, require(s|d|ment|ments)?, \bsource code\b, \bsubject to\b, warrant(y|ies|ed|ing)?"
NomosTestfiles/Giftware/giftware.txt,True,"Matched keywords: as[\s-]is, \bcopyright\b, \bdamages\b, redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), [^e]liabilit(y|ies)?, require(s|d|ment|ments)?, warrant(y|ies|ed|ing)?"
NomosTestfiles/OpenMap/openmap.md,True,"Matched keywords: \bagreement\b, as[\s-]is, \bcopyright\b, \bdamages\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), \bgrant\b, licen[cs](e|ing)?, public[\s-]domain, require(s|d|ment|ments)?, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+), \bsource code\b, \bsubject to\b, \bterms and conditions\b, warrant(y|ies|ed|ing)?, without (fee|restrict(ion|ed)?|limit(ation|ed)?)"
NomosTestfiles/InfoSeek/InfoSeek.txt,True,"Matched keywords: \bcopyright\b, \bdamages\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), \bpermission\b, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+), \bsubject to\b, warrant(y|ies|ed|ing)?, without (fee|restrict(ion|ed)?|limit(ation|ed)?)"
NomosTestfiles/Toolbar/Toolbar2000.txt,True,"Matched keywords: as[\s-]is, \bcopyright\b, \bdamages\b, redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), licen[cs](e|ing)?, \bpermission\b, require(s|d|ment|ments)?, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+), \bsource code\b, warrant(y|ies|ed|ing)?"
NomosTestfiles/Toolbar/Toolbar2000_or_GPL.txt,True,"Matched keywords: \bcopyright\b, redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), licen[cs](e|ing)?, require(s|d|ment|ments)?"
NomosTestfiles/Flora/Flora-1.1,True,"Matched keywords: \bagreement\b, as[\s-]is, \bcopyright\b, \bdamages\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), \bgrant\b, indemnif(i|y|ied|ication|ying)?, [^e]liabilit(y|ies)?, licen[cs](e|ing)?, \bpatent\b, \bpermission\b, require(s|d|ment|ments)?, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+), \bsource code\b, \bsubject to\b, \bterms and conditions\b, warrant(y|ies|ed|ing)?, without (fee|restrict(ion|ed)?|limit(ation|ed)?)"
NomosTestfiles/Flora/Flora-1.0,True,"Matched keywords: \bagreement\b, as[\s-]is, \bcopyright\b, \bdamages\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), \bgrant\b, indemnif(i|y|ied|ication|ying)?, [^e]liabilit(y|ies)?, licen[cs](e|ing)?, \bpatent\b, \bpermission\b, require(s|d|ment|ments)?, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+), \bsource code\b, \bsubject to\b, \bterms and conditions\b, warrant(y|ies|ed|ing)?, without (fee|restrict(ion|ed)?|limit(ation|ed)?)"
NomosTestfiles/Flora/Flora-url,True,Matched keywords: licen[cs](e|ing)?
NomosTestfiles/QT/Qt.Commercial_OR_LGPL-2.1_WITH_exception.txt,True,"Matched keywords: \bagreement\b, \bcopyright\b, licen[cs](e|ing)?, require(s|d|ment|ments)?, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+), \bException\b"
NomosTestfiles/QT/printview.cpp,True,"Matched keywords: \bagreement\b, \bcopyright\b, \bfree software\b, licen[cs](e|ing)?, require(s|d|ment|ments)?, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+), \bException\b"
NomosTestfiles/QT/LICENSE.GPL3-EXCEPT,True,"Matched keywords: acknowledg(e|ement|ements)?, \bagreement\b, as[\s-]is, \bcopyright\b, \bdamages\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), \bfree software\b, \bgrant\b, indemnif(i|y|ied|ication|ying)?, [^e]liabilit(y|ies)?, licen[cs](e|ing)?, mis[- ]?represent, \bpatent\b, \bpermission\b, require(s|d|ment|ments)?, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+), \bsource code\b, \bsubject to\b, \bterms and conditions\b, warrant(y|ies|ed|ing)?, \bException\b"
NomosTestfiles/QT/Qt.Commercial_OR_GPL-3.0+.txt,True,"Matched keywords: \bagreement\b, \bfree software\b, licen[cs](e|ing)?, require(s|d|ment|ments)?, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+)"
NomosTestfiles/QT/LGPL-EXCEPTION.txt,True,"Matched keywords: redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), licen[cs](e|ing)?, \bpermission\b, require(s|d|ment|ments)?, \bException\b"
NomosTestfiles/QT/header.GPL-EXCEPT,True,"Matched keywords: \bagreement\b, \bcopyright\b, \bfree software\b, licen[cs](e|ing)?, require(s|d|ment|ments)?, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+)"
NomosTestfiles/QT/Qt-GPL-Exception-1.0,True,"Matched keywords: deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), licen[cs](e|ing)?, \bpermission\b, \bsource code\b, \bException\b"
NomosTestfiles/mpich2/mpich2.txt,True,"Matched keywords: \bcopyright\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), [^e]liabilit(y|ies)?, licen[cs](e|ing)?, \bpermission\b, \bsubject to\b, warrant(y|ies|ed|ing)?"
NomosTestfiles/TMate/TMate.txt,True,"Matched keywords: as[\s-]is, \bcopyright\b, \bdamages\b, redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), [^e]liabilit(y|ies)?, licen[cs](e|ing)?, \bopen source\b, \bpermission\b, source (and|or)? ?binary, \bsource code\b, warrant(y|ies|ed|ing)?"
NomosTestfiles/TMate/TMate_a.txt,True,"Matched keywords: licen[cs](e|ing)?, \bopen source\b"
NomosTestfiles/Artistic-1.0-Perl/Artistic-1.0-Perl.txt,True,"Matched keywords: as[\s-]is, \bcopyright\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), licen[cs](e|ing)?, \bpermission\b, public[\s-]domain, require(s|d|ment|ments)?, warrant(y|ies|ed|ing)?, without (fee|restrict(ion|ed)?|limit(ation|ed)?)"
NomosTestfiles/Qwt/Qwt_ref_a.txt,True,"Matched keywords: \bcopyright\b, redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), \bfree software\b, licen[cs](e|ing)?"
NomosTestfiles/LDPL/LDPLref.txt,True,"Matched keywords: redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), licen[cs](e|ing)?"
NomosTestfiles/LDPL/LDPL-2.0.txt,True,"Matched keywords: acknowledg(e|ement|ements)?, \bcopyright\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), licen[cs](e|ing)?, \bpermission\b, require(s|d|ment|ments)?, \bsubject to\b, \bterms and conditions\b, \bException\b"
NomosTestfiles/LDPL/LDPL-1a.txt,True,"Matched keywords: \bcopyright\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), licen[cs](e|ing)?, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+), \bsource code\b, \bsubject to\b, \bterms and conditions\b, warrant(y|ies|ed|ing)?, without (fee|restrict(ion|ed)?|limit(ation|ed)?)"
NomosTestfiles/SISSL-1.2/SISSL-1.2.txt,True,"Matched keywords: as[\s-]is, \bcopyright\b, redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), \bgrant\b, indemnif(i|y|ied|ication|ying)?, intellectual propert(y|ies)?, [^e]liabilit(y|ies)?, licen[cs](e|ing)?, \bpatent\b, require(s|d|ment|ments)?, \bsame terms\b, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+), \bsource code\b, \bsubject to\b, warrant(y|ies|ed|ing)?, without (fee|restrict(ion|ed)?|limit(ation|ed)?)"
NomosTestfiles/NOSL/nosl-1.0,True,"Matched keywords: \bagreement\b, as[\s-]is, \bcopyright\b, \bdamages\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), \bgrant\b, indemnif(i|y|ied|ication|ying)?, intellectual propert(y|ies)?, [^e]liabilit(y|ies)?, licen[cs](e|ing)?, \bopen source\b, \bpatent\b, require(s|d|ment|ments)?, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+), \bsource code\b, \bsubject to\b, warrant(y|ies|ed|ing)?, without (fee|restrict(ion|ed)?|limit(ation|ed)?)"
NomosTestfiles/AFL/LICENSE,True,"Matched keywords: as[\s-]is, \bcopyright\b, \bdamages\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), \bgrant\b, intellectual propert(y|ies)?, [^e]liabilit(y|ies)?, licen[cs](e|ing)?, \bopen source\b, \bpatent\b, \bpermission\b, require(s|d|ment|ments)?, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+), \bsource code\b, \bsubject to\b, \bterms and conditions\b, warrant(y|ies|ed|ing)?, without (fee|restrict(ion|ed)?|limit(ation|ed)?), \bException\b"
NomosTestfiles/AFL/list_sidebar.phtml,True,"Matched keywords: \bcopyright\b, licen[cs](e|ing)?, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+), \bsubject to\b"
NomosTestfiles/AFL/AFL-2.1_dojo.js,True,"Matched keywords: \bcopyright\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), licen[cs](e|ing)?, require(s|d|ment|ments)?, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+), \bsubject to\b, \bException\b"
NomosTestfiles/AFL/AFL-2.0.txt,True,"Matched keywords: \bagreement\b, as[\s-]is, \bcopyright\b, \bdamages\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), \bgrant\b, intellectual propert(y|ies)?, [^e]liabilit(y|ies)?, licen[cs](e|ing)?, \bpatent\b, \bpermission\b, require(s|d|ment|ments)?, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+), \bsource code\b, \bsubject to\b, \bterms and conditions\b, warrant(y|ies|ed|ing)?, without (fee|restrict(ion|ed)?|limit(ation|ed)?)"
NomosTestfiles/AFL/AFL-2.1.txt,True,"Matched keywords: \bagreement\b, as[\s-]is, \bcopyright\b, \bdamages\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), \bgrant\b, intellectual propert(y|ies)?, [^e]liabilit(y|ies)?, licen[cs](e|ing)?, \bpatent\b, \bpermission\b, require(s|d|ment|ments)?, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+), \bsource code\b, \bsubject to\b, \bterms and conditions\b, warrant(y|ies|ed|ing)?, without (fee|restrict(ion|ed)?|limit(ation|ed)?)"
NomosTestfiles/AFL/AFL-3.0.txt,True,"Matched keywords: as[\s-]is, \bcopyright\b, \bdamages\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), \bgrant\b, intellectual propert(y|ies)?, [^e]liabilit(y|ies)?, licen[cs](e|ing)?, \bopen source\b, \bpatent\b, \bpermission\b, require(s|d|ment|ments)?, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+), \bsource code\b, \bsubject to\b, \bterms and conditions\b, warrant(y|ies|ed|ing)?, without (fee|restrict(ion|ed)?|limit(ation|ed)?)"
NomosTestfiles/AFL/AFL-1.2.txt,True,"Matched keywords: as[\s-]is, \bcopyright\b, \bdamages\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), \bgrant\b, [^e]liabilit(y|ies)?, licen[cs](e|ing)?, \bopen source\b, \bpatent\b, \bpermission\b, \bsource code\b, \bsubject to\b, warrant(y|ies|ed|ing)?"
NomosTestfiles/AFL/AFL-1.1.txt,True,"Matched keywords: as[\s-]is, \bcopyright\b, \bdamages\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), \bgrant\b, [^e]liabilit(y|ies)?, licen[cs](e|ing)?, \bopen source\b, \bpatent\b, \bpermission\b, \bsource code\b, warrant(y|ies|ed|ing)?, without (fee|restrict(ion|ed)?|limit(ation|ed)?)"
NomosTestfiles/AFL/dojo.js,True,"Matched keywords: \bcopyright\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), licen[cs](e|ing)?, require(s|d|ment|ments)?, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+), \bsubject to\b, \bException\b"
NomosTestfiles/None-failure/badge_BuckleUp_L.png,False,
NomosTestfiles/WTFPL/wtfpl.c,True,Matched keywords: licen[cs](e|ing)?
NomosTestfiles/WTFPL/package.json,True,Matched keywords: licen[cs](e|ing)?
NomosTestfiles/WTFPL/random.h,True,"Matched keywords: \bcopyright\b, redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), \bfree software\b, licen[cs](e|ing)?, warrant(y|ies|ed|ing)?"
NomosTestfiles/BSD/Inflate.java,True,"Matched keywords: as[\s-]is, \bcopyright\b, \bdamages\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), [^e]liabilit(y|ies)?, licen[cs](e|ing)?, \bpermission\b, require(s|d|ment|ments)?, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+), source (and|or)? ?binary, \bsource code\b, warrant(y|ies|ed|ing)?"
NomosTestfiles/BSD/ANT+SharedSourceLicense.txt,True,"Matched keywords: as[\s-]is, \bcopyright\b, \bdamages\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), [^e]liabilit(y|ies)?, licen[cs](e|ing)?, \bpermission\b, source (and|or)? ?binary, \bsource code\b, \bsubject to\b, warrant(y|ies|ed|ing)?"
NomosTestfiles/BSD/inetd.c,True,"Matched keywords: acknowledg(e|ement|ements)?, as[\s-]is, \bcopyright\b, \bdamages\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), [^e]liabilit(y|ies)?, \bpermission\b, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+), source (and|or)? ?binary, \bsource code\b, warrant(y|ies|ed|ing)?"
NomosTestfiles/BSD/Linux-OpenIB.txt,True,"Matched keywords: as[\s-]is, \bcopyright\b, \bdamages\b, redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), [^e]liabilit(y|ies)?, source (and|or)? ?binary, \bsource code\b, warrant(y|ies|ed|ing)?"
NomosTestfiles/BSD/bug3537_DNSDigest.c,True,"Matched keywords: acknowledg(e|ement|ements)?, as[\s-]is, \bcopyright\b, \bdamages\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), [^e]liabilit(y|ies)?, licen[cs](e|ing)?, \bpermission\b, require(s|d|ment|ments)?, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+), source (and|or)? ?binary, \bsource code\b, warrant(y|ies|ed|ing)?, \bException\b"
NomosTestfiles/BSD/purdue.txt,True,"Matched keywords: \bcopyright\b, redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), licen[cs](e|ing)?, mis[- ]?represent, \bpermission\b, \bsubject to\b"
NomosTestfiles/BSD/htmlArea_ref.txt,True,"Matched keywords: redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), licen[cs](e|ing)?, \bsame terms\b, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+)"
NomosTestfiles/BSD/AMPAS.txt,True,"Matched keywords: as[\s-]is, \bcopyright\b, \bdamages\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), \bgrant\b, intellectual propert(y|ies)?, [^e]liabilit(y|ies)?, licen[cs](e|ing)?, \bpermission\b, source (and|or)? ?binary, \bsource code\b, \bsubject to\b, \bterms and conditions\b, warrant(y|ies|ed|ing)?"
NomosTestfiles/BSD/DARPA-Cougaar_a.txt,True,"Matched keywords: as[\s-]is, \bcopyright\b, \bdamages\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), \bfree software\b, licen[cs](e|ing)?, \bopen source\b, warrant(y|ies|ed|ing)?"
NomosTestfiles/BSD/bsd-3-3,True,"Matched keywords: as[\s-]is, \bcopyright\b, \bdamages\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), [^e]liabilit(y|ies)?, \bpermission\b, source (and|or)? ?binary, \bsource code\b, warrant(y|ies|ed|ing)?"
NomosTestfiles/BSD/bsd-3-4,True,"Matched keywords: as[\s-]is, \bcopyright\b, \bdamages\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), [^e]liabilit(y|ies)?, \bpermission\b, source (and|or)? ?binary, \bsource code\b, warrant(y|ies|ed|ing)?"
NomosTestfiles/BSD/DARPA-Cougaar_b.txt,True,"Matched keywords: acknowledg(e|ement|ements)?, as[\s-]is, \bcopyright\b, \bdamages\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), [^e]liabilit(y|ies)?, licen[cs](e|ing)?, \bopen source\b, \bpermission\b, source (and|or)? ?binary, \bsource code\b, warrant(y|ies|ed|ing)?"
NomosTestfiles/BSD/BSD-3-Clause-Attribution_CMU.txt,True,"Matched keywords: acknowledg(e|ement|ements)?, \bcopyright\b, \bdamages\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), \bpermission\b, source (and|or)? ?binary, \bsource code\b, warrant(y|ies|ed|ing)?"
NomosTestfiles/BSD/bsd-3-2,True,"Matched keywords: as[\s-]is, \bcopyright\b, \bdamages\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), [^e]liabilit(y|ies)?, \bpermission\b, source (and|or)? ?binary, \bsource code\b, warrant(y|ies|ed|ing)?"
NomosTestfiles/BSD/access.c,True,"Matched keywords: \bcopyright\b, redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), source (and|or)? ?binary, warrant(y|ies|ed|ing)?"
NomosTestfiles/BSD/BSD-3-Clause_6.txt,True,"Matched keywords: as[\s-]is, \bcopyright\b, \bdamages\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), [^e]liabilit(y|ies)?, \bpermission\b, source (and|or)? ?binary, \bsource code\b, warrant(y|ies|ed|ing)?"
NomosTestfiles/BSD/BSD_style_n.txt,True,"Matched keywords: as[\s-]is, \bcopyright\b, \bdamages\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), [^e]liabilit(y|ies)?, \bpermission\b, source (and|or)? ?binary, \bsource code\b, warrant(y|ies|ed|ing)?"
NomosTestfiles/BSD/BSD_style_y.txt,True,"Matched keywords: acknowledg(e|ement|ements)?, as[\s-]is, \bcopyright\b, \bdamages\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), [^e]liabilit(y|ies)?, licen[cs](e|ing)?, \bpermission\b, source (and|or)? ?binary, \bsource code\b, warrant(y|ies|ed|ing)?"
NomosTestfiles/BSD/net-snmp-license.txt,True,"Matched keywords: as[\s-]is, \bcopyright\b, \bdamages\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), [^e]liabilit(y|ies)?, licen[cs](e|ing)?, \bpermission\b, source (and|or)? ?binary, \bsource code\b, \bsubject to\b, warrant(y|ies|ed|ing)?, without (fee|restrict(ion|ed)?|limit(ation|ed)?)"
NomosTestfiles/BSD/BSD_style_x.txt,True,"Matched keywords: \bagreement\b, as[\s-]is, \bcopyright\b, \bdamages\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), \bgrant\b, [^e]liabilit(y|ies)?, licen[cs](e|ing)?, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+), \bsource code\b, \bsubject to\b, warrant(y|ies|ed|ing)?"
NomosTestfiles/BSD/BSD_style_o.txt,True,"Matched keywords: redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), licen[cs](e|ing)?"
NomosTestfiles/BSD/BSD-3-Clause_7.txt,True,"Matched keywords: acknowledg(e|ement|ements)?, as[\s-]is, \bcopyright\b, \bdamages\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), [^e]liabilit(y|ies)?, licen[cs](e|ing)?, \bpermission\b, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+), source (and|or)? ?binary, \bsource code\b, warrant(y|ies|ed|ing)?"
NomosTestfiles/BSD/defconfig,True,"Matched keywords: as[\s-]is, redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), licen[cs](e|ing)?, require(s|d|ment|ments)?, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+), \bsubject to\b"
NomosTestfiles/BSD/SNMP-TLS-TM-MIB.txt,True,"Matched keywords: \bcopyright\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), licen[cs](e|ing)?, require(s|d|ment|ments)?, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+), source (and|or)? ?binary"
NomosTestfiles/BSD/BSD-3-Clause_5.txt,True,"Matched keywords: licen[cs](e|ing)?, require(s|d|ment|ments)?"
NomosTestfiles/BSD/ibm.php,True,"Matched keywords: \bcopyright\b, licen[cs](e|ing)?, require(s|d|ment|ments)?, \bsubject to\b, \bException\b"
NomosTestfiles/BSD/BSD_style_m.txt,True,"Matched keywords: \bcopyright\b, licen[cs](e|ing)?, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+)"
NomosTestfiles/BSD/BSD_style_z.txt,True,"Matched keywords: as[\s-]is, \bcopyright\b, \bdamages\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), [^e]liabilit(y|ies)?, licen[cs](e|ing)?, \bpermission\b, \bsource code\b, warrant(y|ies|ed|ing)?"
NomosTestfiles/BSD/BSD-3-Clause-Attribution.txt,True,"Matched keywords: acknowledg(e|ement|ements)?, as[\s-]is, \bcopyright\b, \bdamages\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), [^e]liabilit(y|ies)?, \bpermission\b, source (and|or)? ?binary, \bsource code\b, warrant(y|ies|ed|ing)?"
NomosTestfiles/BSD/BSD-2-Clause_2.txt,True,"Matched keywords: as[\s-]is, \bcopyright\b, \bdamages\b, redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), [^e]liabilit(y|ies)?, source (and|or)? ?binary, \bsource code\b, warrant(y|ies|ed|ing)?"
NomosTestfiles/BSD/toybox.html,True,"Matched keywords: as[\s-]is, \bcopyright\b, \bdamages\b, redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), licen[cs](e|ing)?, \bpermission\b, warrant(y|ies|ed|ing)?, without (fee|restrict(ion|ed)?|limit(ation|ed)?)"
NomosTestfiles/BSD/destest.c,True,"Matched keywords: acknowledg(e|ement|ements)?, as[\s-]is, \bcopyright\b, \bdamages\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), [^e]liabilit(y|ies)?, licen[cs](e|ing)?, source (and|or)? ?binary, \bsource code\b, warrant(y|ies|ed|ing)?"
NomosTestfiles/BSD/BSD-2-Clause_3.txt,True,Matched keywords: licen[cs](e|ing)?
NomosTestfiles/BSD/BSD-3-Clause_and_LGPL-3.0.txt,True,"Matched keywords: \bcopyright\b, deriv(e|ed|ation|ative|es|ing), licen[cs](e|ing)?"
NomosTestfiles/BSD/sparse_format.h,True,"Matched keywords: \bcopyright\b, licen[cs](e|ing)?, \bopen source\b, public[\s-]domain, \bSPDX-License-Identifier\b"
NomosTestfiles/BSD/BSD-4-Clause_4.txt,True,"Matched keywords: \bcopyright\b, licen[cs](e|ing)?"
